Time,Race,Kids_Category,Basket_colour,Shirt_Colour,Pants_Colour,Washer_No,Dryer_No,Day_of_Week,Basket_Size
Afternoon,chinese,toddler,red,black,purple,3,10,Monday,big
Morning,malay,young,white,black,blue,5,9,Saturday,small
Late Night,malay,young,yellow,pink,green,5,8,Wednesday,big
Morning,malay,young,red,purple,yellow,5,10,Sunday,big
Early Morning,indian,young,grey,black,black,4,9,Wednesday,big
Afternoon,chinese,young,purple,black,orange,3,9,Saturday,small
Evening,foreigner,young,purple,brown,orange,4,8,Tuesday,small
Morning,foreigner,toddler,blue,green,white,6,10,Monday,small
Afternoon,foreigner,toddler,orange,blue,blue,6,9,Wednesday,big
Early Morning,malay,toddler,pink,red,blue,6,7,Sunday,small
Morning,malay,young,brown,black,orange,6,8,Friday,small
Evening,malay,toddler,yellow,green,orange,4,7,Wednesday,big
Night,malay,baby,purple,pink,green,5,7,Saturday,small
Early Morning,indian,young,yellow,blue,green,3,8,Tuesday,big
Morning,malay,toddler,green,black,yellow,3,9,Sunday,big
Morning,foreigner,young,green,orange,brown,6,9,Friday,big
Morning,malay,baby,white,black,purple,3,9,Monday,small
Evening,foreigner,toddler,grey,yellow,green,5,8,Wednesday,big
Morning,malay,baby,white,blue,yellow,5,7,Thursday,small
Night,malay,young,purple,orange,black,3,8,Monday,big
Early Morning,foreigner,no_kids,black,black,black,5,8,Monday,big
Afternoon,malay,toddler,grey,blue,pink,3,10,Tuesday,small
Late Night,indian,young,white,orange,black,3,8,Saturday,big
Night,indian,toddler,white,brown,blue,5,9,Wednesday,big
Afternoon,chinese,young,yellow,purple,blue,5,10,Tuesday,small
Late Night,malay,no_kids,pink,black,green,3,9,Saturday,big
Morning,foreigner,no_kids,green,black,grey,6,8,Friday,big
Morning,malay,baby,white,grey,yellow,4,10,Thursday,big
Morning,foreigner,young,orange,red,purple,6,7,Sunday,big
Morning,foreigner,young,white,blue,brown,3,9,Saturday,small
Afternoon,malay,no_kids,white,purple,black,3,9,Friday,big
Night,foreigner,toddler,black,brown,orange,5,8,Wednesday,small
Afternoon,malay,young,green,green,red,5,10,Monday,big
Evening,foreigner,baby,black,black,red,5,9,Saturday,big
Night,malay,baby,yellow,yellow,black,6,7,Friday,small
Evening,malay,toddler,pink,red,black,3,9,Monday,small
Early Morning,malay,young,pink,black,green,6,9,Sunday,big
Early Morning,chinese,baby,pink,red,white,4,8,Tuesday,small
Late Night,malay,baby,pink,white,orange,4,7,Sunday,small
Late Night,malay,baby,pink,black,pink,5,9,Monday,small
Morning,malay,toddler,red,white,green,6,8,Tuesday,big
Late Night,malay,toddler,purple,black,blue_jeans,6,10,Friday,big
Afternoon,malay,baby,red,grey,black,5,8,Sunday,big
Late Night,indian,toddler,white,black,white,6,10,Tuesday,big
Early Morning,chinese,young,black,black,white,6,9,Tuesday,small
Afternoon,malay,toddler,white,green,white,3,7,Friday,big
Evening,chinese,young,brown,white,blue,6,9,Saturday,small
Night,malay,young,black,grey,purple,5,10,Sunday,small
Night,foreigner,toddler,white,black,black,5,8,Saturday,big
Evening,foreigner,baby,red,pink,blue,5,7,Saturday,small
Late Night,indian,no_kids,green,black,yellow,3,8,Tuesday,small
Morning,indian,young,brown,yellow,white,5,10,Friday,big
Morning,indian,toddler,white,pink,blue,5,10,Thursday,small
Morning,indian,toddler,orange,pink,white,5,10,Thursday,big
Early Morning,chinese,young,white,pink,orange,6,8,Saturday,big
Afternoon,indian,no_kids,white,grey,brown,3,10,Friday,big
Early Morning,malay,toddler,yellow,pink,white,3,8,Thursday,big
Night,chinese,young,white,black,black,6,9,Friday,small
Evening,indian,toddler,blue,red,yellow,4,7,Friday,small
Evening,foreigner,toddler,green,blue,black,4,7,Sunday,small
Night,foreigner,toddler,blue,brown,red,3,8,Monday,big
Afternoon,malay,young,red,white,red,5,8,Saturday,small
Evening,malay,no_kids,orange,black,purple,3,8,Sunday,big
Evening,malay,young,red,green,blue,6,10,Wednesday,small
Early Morning,chinese,no_kids,white,blue,orange,4,7,Saturday,big
Morning,malay,toddler,blue,brown,blue_jeans,5,10,Wednesday,big
Evening,malay,toddler,black,white,blue,3,10,Sunday,small
Morning,malay,no_kids,grey,black,blue,4,7,Friday,small
Afternoon,malay,no_kids,white,yellow,black,5,8,Friday,small
Night,chinese,baby,pink,grey,blue,6,8,Sunday,small
Night,malay,young,blue,grey,red,4,7,Friday,small
Evening,malay,baby,yellow,purple,grey,4,10,Thursday,big
Morning,indian,no_kids,red,white,blue,3,7,Thursday,small
Late Night,chinese,no_kids,orange,pink,black,3,7,Thursday,small
Evening,chinese,toddler,orange,black,purple,4,8,Wednesday,big
Afternoon,malay,young,orange,black,blue,5,7,Sunday,big
Early Morning,indian,baby,purple,orange,yellow,6,7,Sunday,small
Evening,indian,no_kids,white,purple,black,4,8,Sunday,big
Afternoon,indian,toddler,white,black,purple,5,10,Wednesday,small
Afternoon,indian,toddler,red,grey,blue,4,8,Sunday,big
Evening,chinese,young,orange,brown,pink,6,7,Tuesday,big
Evening,foreigner,toddler,pink,pink,blue_jeans,6,7,Thursday,big
Early Morning,foreigner,no_kids,purple,black,blue,4,10,Tuesday,big
Night,foreigner,young,blue,black,orange,4,10,Friday,small
Night,malay,toddler,brown,red,grey,3,8,Tuesday,big
Early Morning,foreigner,baby,white,white,orange,3,10,Tuesday,big
Afternoon,indian,young,white,white,grey,3,8,Friday,big
Late Night,foreigner,no_kids,grey,yellow,black,6,7,Sunday,big
Morning,malay,baby,pink,black,blue,6,9,Tuesday,big
Afternoon,indian,young,green,yellow,white,5,9,Saturday,small
Early Morning,malay,no_kids,yellow,white,pink,6,8,Wednesday,small
Evening,chinese,toddler,purple,blue,blue,3,7,Thursday,big
Night,indian,baby,blue,green,grey,4,7,Tuesday,small
Morning,malay,toddler,black,red,grey,4,8,Monday,small
Evening,malay,baby,red,white,blue,6,8,Friday,big
Morning,foreigner,toddler,pink,black,blue_jeans,3,10,Tuesday,big
Early Morning,malay,toddler,purple,black,brown,4,8,Saturday,small
Early Morning,foreigner,toddler,grey,orange,pink,4,7,Wednesday,big
Late Night,malay,toddler,pink,pink,orange,6,7,Wednesday,big
Night,chinese,baby,blue,pink,brown,6,8,Saturday,small
Night,malay,toddler,pink,grey,pink,5,8,Saturday,big
Late Night,chinese,toddler,grey,white,brown,4,7,Tuesday,big
Afternoon,chinese,toddler,brown,white,black,6,8,Saturday,big
Morning,chinese,toddler,white,black,blue,6,10,Wednesday,big
Evening,foreigner,toddler,pink,black,black,5,10,Sunday,small
Afternoon,foreigner,toddler,pink,grey,red,6,8,Saturday,small
Evening,chinese,young,red,black,pink,3,8,Monday,small
Early Morning,malay,baby,brown,black,blue,6,10,Friday,big
Afternoon,malay,baby,white,purple,black,5,9,Friday,small
Late Night,malay,baby,yellow,white,green,3,9,Saturday,big
Early Morning,chinese,young,orange,black,purple,5,7,Saturday,small
Afternoon,malay,baby,orange,black,blue,3,8,Friday,big
Early Morning,indian,young,white,yellow,blue,6,10,Wednesday,small
Night,chinese,baby,orange,black,purple,6,9,Monday,small
Evening,chinese,baby,white,purple,red,4,10,Friday,big
Night,foreigner,toddler,purple,blue,black,6,8,Saturday,small
Late Night,foreigner,young,white,brown,green,6,10,Tuesday,small
Morning,indian,baby,purple,black,yellow,5,7,Wednesday,big
Early Morning,chinese,baby,green,green,purple,6,10,Sunday,big
Afternoon,malay,baby,orange,brown,purple,4,7,Monday,small
Evening,malay,baby,brown,green,brown,6,8,Monday,small
Late Night,indian,no_kids,black,red,orange,6,7,Friday,big
Morning,indian,no_kids,green,green,blue_jeans,6,8,Monday,big
Late Night,foreigner,no_kids,pink,white,blue,4,10,Sunday,big
Night,foreigner,toddler,green,orange,black,6,8,Thursday,small
Morning,chinese,baby,pink,black,green,3,9,Tuesday,big
Night,indian,no_kids,white,purple,orange,5,10,Sunday,big
Morning,indian,no_kids,purple,brown,blue_jeans,3,7,Monday,big
Afternoon,malay,no_kids,white,red,black,5,10,Tuesday,big
Night,foreigner,toddler,brown,black,blue_jeans,5,8,Wednesday,big
Afternoon,indian,toddler,white,orange,blue,5,9,Sunday,small
Late Night,malay,no_kids,red,brown,black,5,8,Saturday,big
Early Morning,chinese,toddler,red,black,grey,4,8,Tuesday,small
Evening,indian,no_kids,green,black,black,4,9,Saturday,small
Late Night,indian,baby,blue,pink,black,5,9,Monday,small
Late Night,malay,toddler,black,green,black,4,8,Friday,big
Morning,chinese,toddler,blue,purple,blue,5,8,Thursday,small
Afternoon,malay,young,white,white,brown,4,10,Tuesday,big
Afternoon,malay,no_kids,black,white,black,3,7,Sunday,big
Night,foreigner,toddler,red,black,black,4,10,Friday,small
Night,indian,toddler,blue,red,blue_jeans,4,9,Friday,big
Evening,foreigner,baby,white,green,yellow,4,10,Monday,big
Night,malay,toddler,white,green,orange,6,10,Monday,small
Late Night,chinese,young,blue,green,black,5,10,Monday,small
Early Morning,malay,young,white,white,grey,6,10,Thursday,big
Late Night,indian,toddler,grey,yellow,blue,4,8,Sunday,big
Evening,foreigner,baby,black,pink,green,3,9,Monday,small
Evening,foreigner,no_kids,yellow,purple,blue,3,10,Saturday,small
Late Night,foreigner,toddler,orange,black,green,3,7,Thursday,small
Evening,chinese,no_kids,orange,green,purple,4,8,Sunday,big
Afternoon,malay,no_kids,green,purple,blue_jeans,5,9,Friday,small
Late Night,chinese,toddler,green,white,black,5,9,Thursday,small
Morning,foreigner,baby,pink,black,black,3,10,Monday,big
Night,foreigner,toddler,purple,orange,blue_jeans,4,7,Tuesday,big
Afternoon,foreigner,no_kids,orange,black,blue_jeans,4,9,Sunday,big
Morning,foreigner,no_kids,blue,purple,blue,4,8,Sunday,big
Morning,indian,toddler,white,purple,pink,5,7,Wednesday,big
Late Night,malay,no_kids,orange,pink,orange,3,9,Saturday,big
Evening,chinese,toddler,red,yellow,blue_jeans,3,7,Sunday,big
Late Night,malay,toddler,orange,pink,black,3,7,Monday,small
Night,malay,baby,green,purple,yellow,6,8,Tuesday,big
Late Night,chinese,baby,purple,white,purple,3,8,Wednesday,big
Evening,foreigner,toddler,white,purple,blue,6,9,Saturday,big
Evening,foreigner,toddler,white,grey,purple,4,9,Saturday,small
Late Night,malay,baby,blue,orange,white,3,9,Friday,big
Afternoon,malay,baby,yellow,brown,orange,4,9,Thursday,big
Evening,indian,no_kids,grey,brown,grey,5,10,Tuesday,big
Evening,foreigner,toddler,grey,black,black,5,7,Friday,big
Night,chinese,young,purple,orange,brown,3,9,Saturday,small
Evening,malay,no_kids,green,brown,black,3,7,Thursday,small
Night,foreigner,no_kids,blue,orange,grey,4,9,Thursday,big
Afternoon,foreigner,toddler,green,pink,pink,5,7,Monday,small
Late Night,foreigner,no_kids,red,yellow,white,3,10,Friday,big
Afternoon,foreigner,baby,brown,blue,orange,5,10,Sunday,small
Night,chinese,young,pink,green,black,4,10,Monday,small
Morning,malay,toddler,blue,red,blue,3,10,Thursday,small
Afternoon,indian,toddler,red,grey,grey,6,7,Thursday,big
Early Morning,malay,baby,blue,black,black,4,8,Sunday,big
Morning,foreigner,no_kids,white,black,brown,6,10,Sunday,small
Early Morning,malay,baby,pink,white,purple,5,9,Wednesday,small
Afternoon,indian,toddler,black,yellow,orange,4,8,Friday,big
Late Night,foreigner,no_kids,white,purple,black,5,9,Sunday,small
Morning,chinese,young,orange,green,yellow,6,7,Friday,small
Late Night,foreigner,toddler,green,yellow,blue_jeans,4,8,Wednesday,small
Afternoon,malay,young,purple,brown,white,4,7,Monday,big
Late Night,indian,young,white,yellow,blue,4,9,Wednesday,big
Night,foreigner,young,green,black,blue_jeans,3,9,Monday,big
Late Night,chinese,no_kids,yellow,black,black,3,9,Monday,big
Early Morning,malay,no_kids,orange,black,black,5,10,Sunday,small
Afternoon,foreigner,no_kids,purple,green,black,3,9,Wednesday,big
Morning,malay,young,grey,blue,red,5,8,Tuesday,big
Afternoon,foreigner,young,pink,purple,grey,5,10,Thursday,small
Night,chinese,toddler,purple,brown,grey,6,10,Sunday,small
Afternoon,indian,young,red,yellow,black,3,10,Friday,small
Night,foreigner,toddler,black,orange,green,6,10,Monday,big
Morning,indian,young,brown,yellow,black,4,9,Thursday,small
Night,malay,toddler,pink,grey,pink,4,8,Thursday,big
Evening,foreigner,toddler,green,blue,black,4,7,Sunday,small
Evening,indian,toddler,purple,pink,purple,3,9,Sunday,big
Early Morning,indian,young,green,red,black,3,7,Monday,big
Evening,indian,no_kids,white,pink,pink,3,10,Sunday,small
Morning,foreigner,no_kids,grey,purple,black,4,9,Wednesday,small
Afternoon,indian,young,yellow,blue,black,6,10,Wednesday,small
Night,malay,toddler,white,pink,red,3,9,Thursday,big
Evening,foreigner,no_kids,green,black,black,6,8,Thursday,small
Afternoon,malay,toddler,white,blue,black,4,9,Monday,big
Late Night,foreigner,toddler,grey,grey,green,5,10,Wednesday,big
Early Morning,indian,baby,grey,white,black,5,7,Monday,small
Night,indian,no_kids,orange,brown,red,6,9,Wednesday,small
Morning,malay,young,white,brown,black,6,8,Friday,small
Evening,indian,toddler,green,purple,red,5,9,Saturday,small
Morning,foreigner,young,grey,purple,grey,4,9,Saturday,small
Morning,malay,toddler,black,green,blue,5,8,Wednesday,big
Evening,chinese,young,pink,yellow,green,5,10,Thursday,small
Early Morning,chinese,toddler,pink,black,yellow,5,9,Saturday,small
Afternoon,indian,toddler,brown,orange,brown,4,7,Monday,small
Evening,malay,toddler,blue,orange,pink,5,9,Sunday,big
Morning,malay,baby,green,orange,black,3,9,Monday,small
Afternoon,malay,toddler,green,black,black,4,7,Tuesday,big
Night,malay,young,grey,yellow,brown,6,10,Saturday,big
Night,malay,toddler,blue,green,blue,4,10,Sunday,small
Early Morning,indian,toddler,green,green,green,3,7,Monday,big
Morning,foreigner,baby,green,white,white,3,9,Wednesday,small
Evening,chinese,no_kids,purple,black,grey,5,7,Sunday,small
Late Night,malay,toddler,white,blue,purple,5,10,Monday,big
Night,chinese,toddler,red,white,brown,4,9,Saturday,small
Early Morning,foreigner,no_kids,green,black,blue,3,9,Sunday,big
Night,chinese,toddler,blue,black,orange,5,7,Thursday,big
Evening,malay,young,green,blue,blue,6,10,Friday,big
Late Night,indian,no_kids,grey,pink,brown,6,9,Wednesday,small
Night,malay,toddler,green,black,black,5,7,Tuesday,big
Night,foreigner,no_kids,orange,orange,blue_jeans,6,7,Friday,big
Late Night,malay,toddler,red,purple,black,6,7,Friday,small
Night,foreigner,toddler,pink,purple,blue,3,8,Friday,small
Early Morning,chinese,no_kids,pink,black,green,6,10,Monday,small
Morning,chinese,toddler,orange,blue,white,3,7,Saturday,big
Morning,malay,toddler,pink,grey,red,4,8,Thursday,big
Late Night,indian,toddler,grey,black,red,4,9,Sunday,small
Early Morning,malay,young,white,orange,red,5,10,Wednesday,small
Night,chinese,toddler,black,blue,pink,3,9,Wednesday,small
Early Morning,indian,young,red,black,blue,3,9,Monday,small
Early Morning,malay,no_kids,purple,blue,yellow,4,10,Wednesday,big
Early Morning,foreigner,baby,white,red,white,6,10,Sunday,big
Morning,chinese,toddler,red,white,blue_jeans,6,7,Friday,big
Afternoon,chinese,toddler,black,white,brown,3,8,Wednesday,big
Evening,malay,young,yellow,white,red,3,9,Monday,big
Early Morning,chinese,toddler,green,orange,blue,6,7,Friday,small
Night,indian,baby,orange,pink,white,4,9,Monday,small
Early Morning,indian,toddler,black,green,brown,6,9,Sunday,big
Evening,foreigner,young,black,red,orange,6,7,Monday,big
Night,malay,no_kids,yellow,orange,brown,6,8,Sunday,big
Early Morning,indian,no_kids,grey,yellow,orange,3,10,Wednesday,small
Early Morning,indian,baby,purple,grey,yellow,6,7,Friday,big
Morning,chinese,toddler,pink,white,black,5,10,Friday,small
Late Night,foreigner,toddler,blue,black,white,5,7,Wednesday,small
Late Night,foreigner,toddler,brown,black,grey,6,8,Monday,small
Morning,foreigner,toddler,red,green,black,4,10,Friday,big
Night,malay,toddler,grey,pink,yellow,3,9,Thursday,big
Morning,indian,toddler,black,black,blue,5,7,Saturday,small
Afternoon,indian,toddler,yellow,black,black,6,10,Sunday,small
Night,malay,toddler,grey,white,grey,6,10,Sunday,small
Early Morning,chinese,toddler,white,purple,green,5,7,Thursday,big
Late Night,chinese,toddler,purple,pink,orange,6,9,Thursday,small
Late Night,indian,baby,brown,white,red,6,7,Friday,small
Night,foreigner,young,white,pink,black,5,7,Tuesday,big
Morning,foreigner,toddler,green,white,green,3,9,Tuesday,small
Afternoon,indian,baby,black,grey,black,4,8,Saturday,big
Night,foreigner,no_kids,brown,black,brown,5,9,Tuesday,big
Night,malay,young,blue,green,orange,6,10,Monday,small
Morning,foreigner,baby,pink,orange,orange,3,7,Friday,small
Night,chinese,young,orange,grey,green,6,7,Wednesday,small
Evening,malay,toddler,green,blue,black,4,10,Monday,big
Early Morning,indian,no_kids,green,red,pink,4,7,Saturday,big
Afternoon,malay,no_kids,brown,brown,green,3,7,Thursday,small
Afternoon,chinese,toddler,black,black,black,5,8,Wednesday,small
Early Morning,malay,young,purple,green,red,3,7,Tuesday,small
Evening,chinese,young,grey,purple,grey,3,7,Tuesday,big
Late Night,chinese,toddler,blue,black,orange,3,8,Thursday,big
Early Morning,indian,no_kids,pink,blue,black,5,8,Sunday,small
Night,indian,baby,blue,orange,yellow,4,10,Saturday,big
Early Morning,malay,baby,pink,brown,black,3,8,Thursday,big
Early Morning,malay,no_kids,yellow,pink,blue,6,7,Sunday,big
Evening,chinese,toddler,red,orange,blue,4,8,Wednesday,big
Late Night,indian,no_kids,green,black,black,5,10,Wednesday,small
Early Morning,chinese,young,white,red,brown,5,7,Thursday,small
Late Night,chinese,baby,black,yellow,blue,5,9,Friday,big
Early Morning,indian,no_kids,white,orange,black,4,7,Monday,small
Evening,malay,baby,brown,green,yellow,5,7,Sunday,big
Early Morning,foreigner,baby,white,white,purple,3,9,Saturday,big
Evening,foreigner,no_kids,yellow,green,yellow,5,8,Friday,big
Late Night,malay,no_kids,black,yellow,grey,3,10,Wednesday,big
Afternoon,chinese,toddler,yellow,black,purple,5,8,Thursday,big
Late Night,indian,no_kids,blue,purple,blue_jeans,5,10,Monday,big
Early Morning,foreigner,no_kids,white,grey,purple,5,10,Friday,big
Afternoon,chinese,toddler,pink,black,orange,3,10,Sunday,small
Early Morning,malay,baby,black,blue,blue,4,7,Saturday,big
Morning,foreigner,young,grey,purple,black,4,9,Sunday,big
Early Morning,malay,toddler,black,yellow,black,3,7,Sunday,small
Late Night,malay,baby,brown,yellow,blue_jeans,3,7,Friday,small
Morning,foreigner,baby,black,black,orange,3,7,Friday,big
